Isolate,MorphotypeNo,Date_Subculture,Site,Species,Trt,Date_Original,DescriptionTop,DescriptionBottom,Notes,Subcultured,Clustered_morphotype,Archived,New_Notes,DNA,Extraction.plate.NOT.GENEWIZ.PLATES,To_do,Status,Updated_morph,X,OTU,Newest_morph
672,279,,TR-H,POLE,ELEV,,,,,No,96,NA,,NA,,,Done,96,,NA,17
673,279,,TR-H,POLE,ELEV,,,,,No,96,NA,,NA,,,Done,96,,NA,17
674,279,,TR-H,POLE,ELEV,,,,,No,96,NA,,NA,,,Done,96,,NA,17
738,279,,TR-H,POLE,ELEV,,,,Check if this got subcultured wasn't done but I matched it with another morphotype,No,96,NA,,NA,,,Done,96,,NA,17
739,279,,TR-H,POLE,ELEV,,,,,No,96,NA,,NA,,,Done,96,,NA,17
675,280,26-Jul-17,TR-H,POLE,ELEV,,black,,,Yes,96,Archived,,Sequenced,3,,Done,226,,40,40
686,290,26-Jul-17,TR-H,ACLE,ELEV,,Black/gray,,,Yes,97,Find,,Sequenced,2,find,Done,97,,44,44
646,274,26-Jul-17,WM-2,FETH-2,Warming,,"Black, opaque edge",,,Yes,98,Archived,,Sequenced,5,find_2,Done,98,,83,83
714,294,26-Jul-17,ER-L,POLE,ELEV,,"White, definitive edge",,,Yes,99,Archived,,Sequenced,2,find,Done,99,,83,83
692,294,,TR-H,POPR,ELEV,,,,,No,99,NA,,NA,,,Done,99,,NA,83
745,301,26-Jul-17,TR-H,POLE,ELEV,,Magenta Milky,,,Yes,100,Archived,,Sequenced,3,find_2,Done,100,,101,101
746,302,26-Jul-17,TR-H,POLE,ELEV,,White Milky,,,Yes,101,Archived,,Sequenced,2,find,Done,101,,49,49
740,302,,TR-H,POLE,ELEV,,Yellow,,,No,101,NA,,NA,,,Done,101,,NA,49
761,304,,TR-H,FETH,ELEV,,,,,No,102,NA,,NA,,,,102,Shipped in Plate 4,NA,
759,304,,TR-H,FETH,ELEV,,,,,No,102,NA,,NA,,,,102,,NA,
752,304,26-Jul-17,TR-H,FETH,ELEV,,White circular clumps,,,Yes,102,Find,,,3,find,,102,,NA,PCR
753,304,,TR-H,FETH,ELEV,,,,,No,102,NA,,NA,,,,102,,NA,
754,304,,TR-H,FETH,ELEV,,,,,No,102,NA,,NA,,,,102,,NA,
755,304,,TR-H,FETH,ELEV,,,,,No,102,NA,,NA,,,,102,,NA,
756,304,,TR-H,FETH,ELEV,,,,,No,102,NA,,NA,,,,102,,NA,
757,304,,TR-H,FETH,ELEV,,,,,No,102,NA,,NA,,,,102,,NA,
758,304,,TR-H,FETH,ELEV,,,,,No,102,NA,,NA,,,,102,,NA,
760,304,,TR-H,FETH,ELEV,,,,,No,102,NA,,NA,,,,102,,NA,
762,304,,TR-H,FETH,ELEV,,,,,No,102,NA,,NA,,,,102,,NA,
1222,304,,WG-L,ACNE,ELEV,,,,,No,102,NA,,NA,,,,102,,NA,
766,305,26-Jul-17,TR-H,FETH,ELEV,,"Black, little fuzzy",,,Yes,103,Archived,,Sequenced,,Find_4,Done,103,,98,98
763,305,,TR-H,FETH,ELEV,,,,,No,103,NA,,NA,,,Done,103,extracted jan26,NA,98
764,305,,TR-H,FETH,ELEV,,,,,No,103,NA,,NA,,,Done,103,,NA,98
765,305,,TR-H,FETH,ELEV,,,,,No,103,NA,,NA,,,Done,103,,NA,98
767,305,,TR-H,FETH,ELEV,,,,,No,103,NA,,NA,,,Done,103,,NA,98
741,301,26-Jul-17,TR-H,POLE,ELEV,,,,,Yes,104,Archived,,CTB6,2,find,Done,NA,,59,59
742,301,,TR-H,POLE,ELEV,,,,,No,104,NA,,NA,,,Done,Na,Retry Jan 22nd,NA,59
743,301,,TR-H,POLE,ELEV,,,,,No,104,NA,,NA,,,Done,Na,,NA,59
744,301,,TR-H,POLE,ELEV,,,,,No,104,NA,,NA,,,Done,Na,,NA,59
1632,588,,WM-7,FETH-4,Control,,,,,No,104,NA,,NA,,,Bacteria,Na,,NA,
1633,588,,WM-7,FETH-4,Control,,,,,No,104,NA,,NA,,,Bacteria,Na,,NA,
1631,588,4-Aug-17,WM-7,FETH-4,Control,,Yellow yeast,,,Yes,104,Archived,,Dried out. Repeat,2,find_2,Bacteria,Na,shipped in Plate 4,NA,PCR
864,337,28-Jul-17,WM-1,ACLE-2,Control,,"Black greem, radiates out",,,Yes,105,Archived,,Sequenced,3,find,Done,105,,29,29
865,337,,WM-1,ACLE-2,Control,,,,,No,105,NA,,NA,,,Done,105,,NA,29
946,372,28-Jul-17,ER-H,FESA,ELEV,,pink,,,Yes,106,Archived,,Sequenced,4,find_3,Done,106,,59,59
944,370,28-Jul-17,ER-H,FESA,ELEV,,White look like intestines,,,Yes,106,Find,does not look like the intestines one,Sequenced,,,Done,106,,NA,59
839,326,,WM-8,FETH-6,Warming,,,,,No,107,NA,,NA,,,,,,NA,
840,326,28-Jul-17,WM-8,FETH-6,Warming,,,,duplicate,Yes,107,Archived,,Extracted,Tube,find_4,PCR,,,NA,Extract
841,326,28-Jul-17,WM-8,FETH-6,Warming,,"Yellow, white edge",,,Yes,107,Find,,DNA failed,,find_4,,,,NA,Extract
842,327,28-Jul-17,WM-8,FETH-6,Warming,,"Yellow, defined edge",,,Yes,107,Find,,DNA failed,,find (in extracted box),Find,,,NA,Extract
838,325,28-Jul-17,WM-8,FETH-6,Warming,,gray/white,,,Yes,108,Archived,,PCR,2,find,Send,,,NA,PCR
940,367,28-Jul-17,ER-H,FESA,ELEV,,fuzzy in center,,"dark brown, gray",Yes,109,Archived,,Sequenced,Tube,,Done,109,,40,40
941,367,,ER-H,FESA,ELEV,,,,,No,109,NA,,NA,,,Done,109,,NA,40
950,367,,ER-H,FESA,ELEV,,,,,No,109,NA,,NA,,,Done,109,,NA,40
951,367,,ER-H,FESA,ELEV,,,,,No,109,NA,,NA,,,Done,109,,NA,40
953,367,,ER-H,FESA,ELEV,,,,,No,109,NA,,NA,,,Done,109,,NA,40
954,367,,ER-H,FESA,ELEV,,,,,No,109,NA,,NA,,,Done,109,,NA,40
943,369,28-Jul-17,ER-H,FESA,ELEV,,"Brown, thin hyphae",,,Yes,109,Archived,,NA,,,Done,109,,NA,40
1114,511,29-Jul-17,WM-3,FETH-2,Control,,"Gray brown, fuzzy",,,Yes,109,Archived,,Sequenced,Tube,,Done,109,,84,84
820,317,28-Jul-17,ER-L,ACNE,ELEV,,Opaque to yellow,,,Yes,110,Archived,,Sequenced,5,find_2,Done,241,,27,27
368,135,20-Jul-17,WM-7,ACLE-4,Control,14-Jul-17,opaque,,,Yes,110,Archived,,Sequenced,5,find_2,Done,110,,49,49
780,350,28-Jul-17,ER-L,ELEL,ELEV,,Opaque,,,Yes,111,Archived,,Sequenced,"2,4",find_2,Done,NA,There were three sequences. Unsure which one it goes under. ,4,4
1071,499,3-Aug-17,WG-L,POLE,ELEV,,White fluffy,Yellow,,Yes,112,Archived,,Extracted,Tube,find_4,PCR,,,NA,Extract
796,312,28-Jul-17,ER-L,POPR,ELEV,,Pink circles,,,Yes,113,Archived,,NA,,find,,NA,,72,72
797,312,,ER-L,POPR,ELEV,,,,,No,113,NA,,NA,,,,NA,,NA,72
798,312,,ER-L,POPR,ELEV,,,,,No,113,NA,,NA,,,,NA,,NA,72
1499,312,,WM-10,FETH-6,Warming,,,,,No,113,NA,,NA,,,,NA,,NA,72
1500,312,,WM-10,FETH-6,Warming,,,,,No,113,NA,,NA,,,,NA,,NA,72
1501,312,,WM-10,FETH-6,Warming,,,,,No,113,NA,,NA,,,,NA,,NA,72
1005,396,28-Jul-17,WM-9,ACLE-6,Control,,Pink yeast,,"Check number, might be mlisted as 1003",Yes,113,NA,,NA,,find,Bacteria,NA,,NA,NA
1328,547,3-Aug-17,WG-L,FETH,ELEV,,White circular sand dollar,,,Yes,114,Archived,,Sequenced,4,find_2,Done,114,,8,8
878,342,28-Jul-17,WM-1,FETH-6,Control,,"White, opaque",,,Yes,115,Archived,ITS1-FL in SP Plate 2,Sequenced,,find,Done,115,,40,40
881,343,28-Jul-17,WM-1,POPR-3,Control,,"white, elliptical shape",,,Yes,115,Archived,,Sequenced,5,find_2,Done,248,Retry Jan 22nd,95,95
879,343,,WM-1,POPR-3,Control,,,,,No,115,NA,,NA,,,Done,248,,NA,95
880,343,,WM-1,POPR-3,Control,,,,,No,115,NA,,NA,,,Done,248,,NA,95
882,343,,WM-1,POPR-3,Control,,,,,No,115,NA,,NA,,,Done,248,Retry Jan 11th,NA,95
1544,579,4-Aug-17,WM-9,FETH-2,Control,,Dark green/brown,,,Yes,116,Archived,,Sequenced,2,find_3,Done,228,,8,8
1570,579,,WM-6,ACLE-5,Warming,,,,,No,116,NA,,NA,,,,,,NA,8
1572,579,4-Aug-17,WM-6,ACLE-5,Warming,,Brown. opaque edge,,,Yes,116,Archived,,NA,,find_4,NA,,,NA,8
1573,579,,WM-6,ACLE-5,Warming,,,,,No,116,NA,,NA,,,,,,NA,8
1338,548,3-Aug-17,TR-L,ACNE,ELEV,,White fuzzy,yellow,,Yes,116,Find,,Sequenced,,,,,,29,29
939,356,28-Jul-17,ER-H,FESA,ELEV,,Pastel undulate edge,,needs new morphotype number,Yes,116,Find,,Sequenced,,,,227,,59,59
905,353,28-Jul-17,ER-H,POPR,ELEV,,"White, full circle",,,Yes,116,Archived,,Extracted,Tube,,Found,227,,NA,59
1038,353,,WM-3,POPR-3,Control,,,,,No,116,NA,,NA,,,,,,NA,59
906,354,29-Jul-17,ER-H,POPR,ELEV,,"brown, fuzzy",,,Yes,116,Archived,,Sequenced,5,find_2,,272,,82,82
907,354,,ER-H,POPR,ELEV,,,,,No,116,NA,,NA,,,,,,NA,82
908,354,,ER-H,POPR,ELEV,,,,,No,116,NA,,NA,,,,,,NA,82
909,354,,ER-H,POPR,ELEV,,,,,No,116,NA,,NA,,,,,,NA,82
910,356,28-Jul-17,ER-H,POPR,ELEV,,"White and fuzzy, yellow",,,Yes,116,Archived,,NA,,find_2,Find,,,NA,82
1480,569,4-Aug-17,TR-L,FETH,ELEV,,"Yellow, fuzzy",,,Yes,116,Find,,DNA failed,,find_4,PCR,,,NA,Extract
1481,569,,TR-L,FETH,ELEV,,,,,No,116,NA,,NA,,,,,,NA,
1482,569,,TR-L,FETH,ELEV,,,,,No,116,NA,,NA,,,,,,NA,
1483,569,,TR-L,FETH,ELEV,,,,,No,116,NA,,NA,,,,,,NA,
1484,569,,TR-L,FETH,ELEV,,,,,No,116,NA,,NA,,,,,,NA,
1629,587,4-Aug-17,WM-7,FETH-4,Control,,Green spikey,,,Yes,116,Find,,NA,,find_3,Found,,,NA,Extract
1630,587,,WM-7,FETH-4,Control,,,,,No,116,NA,,NA,,,,,,NA,
719,296,26-Jul-17,ER-L,TRSP,ELEV,,"Black fuzzy, circular",,,Yes,117,Archived,,Sequenced,4,find_2,Send,121,,40,40
720,296,,ER-L,TRSP,ELEV,,,,,No,117,NA,,NA,,,,121,,NA,40
721,296,,ER-L,TRSP,ELEV,,,,,No,117,NA,,NA,,,,121,,NA,40
722,296,,ER-L,TRSP,ELEV,,,,,No,117,NA,,NA,,,,121,,NA,40
723,296,,ER-L,TRSP,ELEV,,,,,No,117,NA,,NA,,,,121,,NA,40
724,296,,ER-L,TRSP,ELEV,,,,,No,117,NA,,NA,,,,121,,NA,40
725,296,,ER-L,TRSP,ELEV,,,,,No,117,NA,,NA,,,,121,,NA,40
726,296,,ER-L,TRSP,ELEV,,,,,No,117,NA,,NA,,,,121,,NA,40
727,296,,ER-L,TRSP,ELEV,,,,,No,117,NA,,NA,,,,121,,NA,40
728,296,,ER-L,TRSP,ELEV,,,,,No,117,NA,,NA,,,,121,,NA,40
650,276,26-Jul-17,WM-2,FETH-2,Warming,,translucent/pink,,,Yes,118,Archived,,PCR,3,find,Send,,,NA,PCR
715,295,26-Jul-17,ER-L,POLE,ELEV,,Translucent,,,Yes,119,Find,,Sequenced,3,find,Send,,,64,64
716,295,,ER-L,POLE,ELEV,,,,,No,119,NA,,NA,,,,,,NA,64
717,295,,ER-L,POLE,ELEV,,,,,No,119,NA,,NA,,,,,,NA,64
718,295,,ER-L,POLE,ELEV,,,,,No,119,Archived,,NA,,,,,,NA,64
768,306,26-Jul-17,TR-H,FETH,ELEV,,"Brown, frayed edge",,,Yes,120,Archived,,DNA failed,,find_4,Found,,,NA,Extract
850,329,28-Jul-17,ER-L,ELTR,ELEV,,reddish,,,Yes,121,Archived,,Sequenced,5,find_2,Done,121,,49,49
956,378,28-Jul-17,ER-H,ACLE,ELEV,,black,,,Yes,122,Archived,,Sequenced,,,Done,19,,22,22
826,320,28-Jul-17,WM-8,FETH-1,Warming,,Gray/green,,,Yes,122,Archived,,Sequenced,,,Done,122,,40,40
827,320,,WM-8,FETH-1,Warming,,,,,No,122,NA,,NA,,,Done,122,,NA,40
562,239,26-Jul-17,ER-L,ACLE,ELEV,,,,Need to fill this description in,Yes,122,Archived,,NA,,find_2,Done,122,,NA,49
778,309,28-Jul-17,ER-L,ELEL,ELEV,,"black center, brown beyond, gray fuzz on top",,,Yes,123,Archived,,Sequenced,5,find_2,Done,123,,16,16
995,392,28-Jul-17,WM-9,ACLE-6,Control,,gray.green,,,Yes,123,Archived,,PCR,5,find_2,Done,123,,16,16
962,309,,ER-H,ACLE,ELEV,,,,,No,123,NA,,NA,,,Done,123,Shipped in Plate 4,NA,16
965,309,,ER-H,ACLE,ELEV,,,,,No,123,NA,,NA,,,Done,123,Shipped in Plate 4,NA,16
961,309,,ER-H,ACLE,ELEV,,Dark green/gray fuzzy,,,No,123,NA,,NA,,,Done,123,,NA,16
963,309,,ER-H,ACLE,ELEV,,,,,No,123,NA,,NA,,,Done,123,,NA,16
964,309,,ER-H,ACLE,ELEV,,,,,No,123,NA,,NA,,,Done,123,,NA,16
966,309,,ER-H,ACLE,ELEV,,,,,No,123,NA,,NA,,,Done,123,,NA,16
967,309,,ER-H,ACLE,ELEV,,,,,No,123,NA,,NA,,,Done,123,,NA,16
970,309,,ER-H,ACLE,ELEV,,,,,No,123,NA,,NA,,,Done,123,,NA,16
972,309,,ER-H,ACLE,ELEV,,,,,No,123,NA,,NA,,,Done,123,,NA,16
996,392,,WM-9,ACLE-6,Control,,,,,No,123,NA,,NA,,,Done,123,,NA,16
997,392,,WM-9,ACLE-6,Control,,brown. looks like root hairs on margin,,should be done,No,123,NA,,NA,,,Done,123,,NA,16
998,392,,WM-9,ACLE-6,Control,,,,,No,123,NA,,NA,,,Done,123,,NA,16
1494,572,2-Aug-17,WM-1,ACLE-6,Control,,"Black center, brown edge specs on top",,,Yes,124,Archived,,CTB6,2,find,Send,124,,16,16
1534,576,3-Aug-17,WM-9,FETH-1,Control,,Green,,,Yes,125,Find,,DNA failed,,find_4,Found,125,Diaporthe,NA,48
1476,568,4-Aug-17,WM-6,ACLE-3,Warming,,white matted,,,Yes,126,Archived,,Sequenced,3,find_2,Done,126,,99,99
1477,568,,WM-6,ACLE-3,Warming,,,,,No,126,NA,,NA,,,Done,126,,NA,99
1478,568,,WM-6,ACLE-3,Warming,,,,,No,126,NA,,NA,,,Done,126,,NA,99
868,338,28-Jul-17,WM-1,ACLE-2,Control,,gray/black,,,Yes,127,Find,,Sequenced,2,find,Done,127,,35,35
867,338,,WM-1,ACLE-2,Control,,,,,No,127,NA,,NA,,,Done,127,Shipped in Plate 4,NA,35
926,363,28-Jul-17,ER-H,TRSP,ELEV,,"brownish, yellow globby",,,Yes,128,Archived,,DNA failed,,,Bacteria,NA,,NA,NA
932,365,,ER-H,FETH,ELEV,,,,,No,128,NA,,NA,,,Bacteria,NA,,NA,NA
933,365,28-Jul-17,ER-H,FETH,ELEV,,"White, globby",,,Yes,128,Find,,DNA failed,,,Bacteria,NA,,NA,NA
934,365,,ER-H,FETH,ELEV,,,,,No,128,NA,,NA,,,Bacteria,NA,,NA,NA
935,365,,ER-H,FETH,ELEV,,,,,No,128,NA,,NA,,,Bacteria,NA,Will be filled in once subculture is found,NA,NA
936,365,,ER-H,FETH,ELEV,,,,,No,128,NA,,NA,,,Bacteria,NA,,NA,NA
1024,401,28-Jul-17,TR-H,ELTR,ELEV,,"White, milky circles",,,Yes,128,Find,,DNA Failed,,,Bacteria,NA,,NA,NA
1025,401,,TR-H,ELTR,ELEV,,,,,No,128,NA,,NA,,,Bacteria,NA,,NA,NA
1026,401,,TR-H,ELTR,ELEV,,,,,No,128,NA,,NA,,,Bacteria,NA,,NA,NA
1027,401,,TR-H,ELTR,ELEV,,,,,No,128,NA,,NA,,,Bacteria,NA,,NA,NA
1028,401,,TR-H,ELTR,ELEV,,,,,No,128,NA,,NA,,,Bacteria,NA,,NA,NA
1029,401,,TR-H,ELTR,ELEV,,,,,No,128,NA,,NA,,,Bacteria,NA,,NA,NA
1030,401,,TR-H,ELTR,ELEV,,,,,No,128,NA,,NA,,,Bacteria,NA,,NA,NA
1488,571,,TR-L,FETH,ELEV,,,,,No,128,NA,,NA,,,Bacteria,NA,,NA,NA
1489,571,4-Aug-17,TR-L,FETH,ELEV,,Translucent,,,Yes,128,Find,,DNA failed,,,Bacteria,NA,,NA,NA
822,319,28-Jul-17,ER-L,ACNE,ELEV,,,,,Yes,129,Archived,,Sequenced,5,find_2,Done,129,,24,24
1342,550,2-Aug-17,WM-1,POPR-1,Control,,Brown centrer opaque edge,,,Yes,129,Archived,,Sequenced,5,find_2,Done,129,,24,24
1341,550,,WM-1,POPR-1,Control,,,,,No,129,NA,,NA,,,Done,129,,NA,24
1325,546,3-Aug-17,WG-L,FETH,ELEV,,Brown fuzzy white top,,,Yes,130,Archived,,Sequenced,4,find_2,Done,130,,7,7
1323,546,,WG-L,FETH,ELEV,,,,,No,130,NA,,NA,,,Done,130,,NA,7
1324,546,,WG-L,FETH,ELEV,,,,,No,130,NA,,NA,,,Done,130,,NA,7
1326,546,,WG-L,FETH,ELEV,,,,,No,130,NA,,NA,,,Done,130,,NA,7
1327,546,,WG-L,FETH,ELEV,,,,,No,130,NA,,NA,,,Done,130,,NA,7
1560,576,2-Aug-17,WM-9,FETH-3,Control,,Brown center opaque edge,,,Yes,131,Find,,Sequenced,5,find_2,Done,131,,48,48
1561,576,,WM-9,FETH-3,Control,,,,,No,131,NA,,NA,,,Done,131,,NA,48
1125,516,28-Jul-17,WM-2,FETH-1,Warming,,"Reddish, translucent",,,Yes,133,Archived,,Sequenced,,,Done,149,,10,10
1126,517,28-Jul-17,WM-2,FETH-1,Warming,,"Yellowish, brown",,,Yes,133,Archived,,Sequenced,,,Done,133,,10,10
1127,517,,WM-2,FETH-1,Warming,,,,,No,133,Archived,,NA,,,Done,133,,NA,10
1128,517,,WM-2,FETH-1,Warming,,,,,No,133,NA,,NA,,,Done,133,,NA,10
928,364,28-Jul-17,ER-H,FETH,ELEV,,White elliptical fuzzy,,,Yes,133,Find,,Sequenced,,,Done,133,,58,58
1123,516,,WM-2,FETH-1,Warming,,,,,No,133,NA,,NA,,,Done,149,,NA,58
1124,516,,WM-2,FETH-1,Warming,,,,,No,133,NA,,NA,,,Done,149,,NA,58
1021,400,28-Jul-17,WG-L,TRSP,ELEV,,Fuzzy,,,Yes,134,Archived,,Sequenced,"2, also in 5 as PCR",find,Done,134,,81,81
1132,519,28-Jul-17,WM-2,POPR-2,Warming,,"Pink, translucent",,,Yes,135,Archived,,Sequenced,,,Done,135,,49,49
1661,603,2-Aug-17,WM-6,POPR-4,Warming,,Dark red fuzzy,,,Yes,135,Find,,Sequenced,,,Done,135,,59,59
1659,602,2-Aug-17,WM-6,POPR-4,Warming,,White opaque,,,Yes,135,Find,,PCR,4,find_2,Done,135,,NA,59
1660,602,,WM-6,POPR-4,Warming,,,,,No,135,NA,,NA,,,Done,135,,NA,59
812,315,28-Jul-17,ER-L,POPR,ELEV,,Dark Red,,,Yes,136,Archived,,Sequenced,2,find,Send,136,,49,49
813,315,,ER-L,POPR,ELEV,,,,,No,136,NA,,NA,,,,136,,NA,49
818,316,28-Jul-17,ER-L,ACNE,ELEV,,Black/gray fuzzy,,,Yes,137,Archived,,PCR,5,find_2,Send,251,,16,16
815,316,,ER-L,ACNE,ELEV,,,,,No,137,NA,,NA,,,,251,,NA,16
816,316,,ER-L,ACNE,ELEV,,,,,No,137,NA,,NA,,,,251,,NA,16
817,316,,ER-L,ACNE,ELEV,,,,,No,137,NA,,NA,,,,251,,NA,16
819,316,,ER-L,ACNE,ELEV,,,,,No,137,NA,,NA,,,,251,,NA,16
823,316,,ER-L,ACNE,ELEV,,fuzzy,Black/gray,check if done. Update. not done. doesnt need to be,No,137,NA,,NA,,,,251,,NA,16
808,314,28-Jul-17,ER-L,POPR,ELEV,,"Brown, fuzzy",,,Yes,138,Archived,,Extracted,Tube,find_2,Found,138,,NA,PCR
775,308,,ER-L,ELEL,ELEV,,,,,No,139,Archived,,Sequenced,,find,Done,139,,16,16
776,308,28-Jul-17,ER-L,ELEL,ELEV,,"Black, brown edge",,,Yes,139,NA,,NA,,,Done,139,,NA,16
870,339,28-Jul-17,WM-1,FETH-6,Control,,"yellowish, fuzzy",,,Yes,140,Archived,,Sequenced,5,find_2,Done,140,,59,59
869,339,,WM-1,FETH-6,Control,,,,,No,140,NA,,NA,,,Done,139,,NA,59
858,334,28-Jul-17,ER-L,ELTR,ELEV,,fuzzy gray brown,,,Yes,141,Archived,,Sequenced,,find,Done,141,,43,43
1000,394,28-Jul-17,WM-9,ACLE-6,Control,,"White edge, black center",,,Yes,142,Archived,,ITS1-FL,5,find_2,PCR,142,,NA,24
1001,394,,WM-9,ACLE-6,Control,,,,,No,142,NA,,NA,,,,142,,NA,24
1115,512,29-Jul-17,WM-3,ACLE-2,Control,,"Green, brown, fuzzy",,,Yes,143,Archived,,Sequenced,,find,Done,143,,43,43
1116,512,,WM-3,ACLE-2,Control,,,,,No,143,NA,,NA,,,Done,143,,NA,43
772,307,28-Jul-17,ER-L,ELEL,ELEV,,Yellow milky yeast?,,,Yes,144,Archived,,NA,,find_4,Found,,,NA,Extract
773,307,,ER-L,ELEL,ELEV,,,,,No,144,NA,,NA,,,,,,NA,
833,322,28-Jul-17,WM-8,FETH-1,Warming,,Gray brown,,,Yes,145,Archived,,Sequenced,,,Done,,,66,66
830,321,28-Jul-17,WM-8,FETH-1,Warming,,"Black/brown, to opaque",,,Yes,145,Archived,,NA,,contam,Done,Contaminated,,NA,66
832,322,,WM-8,FETH-1,Warming,,,,,No,145,NA,,NA,,,Done,,,NA,66
904,322,28-Jul-17,WM-8,FETH-1,Warming,,Gray brown,,,Yes,145,Archived,,Sequenced,4,find_2,Done,,,NA,66
1255,541,29-Jul-17,WM-2,POPR-3,Warming,,Red,,,Yes,146,Archived,,Sequenced,2,find,Done,146,,3,3
1254,541,,WM-2,POPR-3,Warming,,,,,No,146,NA,,NA,,,Done,146,,NA,3
1256,541,,WM-2,POPR-3,Warming,,,,,No,146,NA,,NA,,,Done,146,,NA,3
1257,541,,WM-2,POPR-3,Warming,,,,,No,146,NA,,NA,,,Done,146,,NA,3
1258,541,,WM-2,POPR-3,Warming,,,,,No,146,NA,,NA,,,Done,146,,NA,3
1259,541,,WM-2,POPR-3,Warming,,,,,No,146,NA,,NA,,,Done,146,,NA,3
1260,541,,WM-2,POPR-3,Warming,,,,,No,146,NA,,NA,,,Done,146,,NA,3
1275,544,29-Jul-17,TR-H,TRSP,ELEV,,"gray cneter, brown edge",,,Yes,146,Archived,,Sequenced,2,find,Done,229,,75,75
947,373,28-Jul-17,ER-H,FESA,ELEV,,white cirlce,,,Yes,147,Archived,,NA,,find_3,Bacteria,NA,,NA,NA
1083,501,,WG-L,POLE,ELEV,,,,,No,147,NA,,NA,,,Bacteria,NA,,NA,NA
1084,501,,WG-L,POLE,ELEV,,,,,No,147,NA,,NA,,,Bacteria,NA,Retry Jan 22nd. Worked in both samples,NA,NA
1079,501,3-Aug-17,WG-L,POLE,ELEV,,Yellow yeast,,,Yes,147,Find,,DNA failed,,find_2,Bacteria,NA,,NA,NA
1080,501,,WG-L,POLE,ELEV,,,,,No,147,NA,,NA,,,Bacteria,NA,,NA,NA
1081,501,,WG-L,POLE,ELEV,,,,,No,147,NA,,NA,,,Bacteria,NA,,NA,NA
1082,501,,WG-L,POLE,ELEV,,,,,No,147,NA,,NA,,,Bacteria,NA,,NA,NA
1072,502,,WG-L,POLE,ELEV,,White milky,,,No,147,NA,,NA,,,Bacteria,NA,,NA,NA
1073,502,,WG-L,POLE,ELEV,,,,,No,147,NA,,NA,,,Bacteria,NA,,NA,NA
1074,502,,WG-L,POLE,ELEV,,,,,No,147,Archived,,NA,,,Bacteria,NA,,NA,NA
1085,502,3-Aug-17,WG-L,POLE,ELEV,,"White, globby",,,Yes,147,Archived,,NA,,find_2,Bacteria,NA,,NA,NA
1086,502,,WG-L,POLE,ELEV,,,,,No,147,NA,,NA,,,Bacteria,NA,,NA,NA
1087,502,,WG-L,POLE,ELEV,,,,,No,147,NA,,NA,,,Bacteria,NA,,NA,NA
1168,530,,WG-L,ELTR,ELEV,,,,,No,148,NA,,NA,,,Bacteria,NA,,NA,NA
1169,530,29-Jul-17,WG-L,ELTR,ELEV,,White goopy,,,Yes,148,Archived,,DNA failed,3,find_2,Bacteria,NA,,NA,NA
1170,530,,WG-L,ELTR,ELEV,,,,,No,148,NA,,NA,,,Bacteria,NA,,NA,NA
1171,530,,WG-L,ELTR,ELEV,,,,,No,148,NA,,NA,,,Bacteria,NA,,NA,NA
1172,530,,WG-L,ELTR,ELEV,,,,,No,148,NA,,NA,,,Bacteria,NA,,NA,NA
1189,530,,TR-L,TRSP,ELEV,,,,,No,148,NA,,NA,,,Bacteria,NA,,NA,NA
1190,530,,TR-L,TRSP,ELEV,,,,,No,148,NA,,NA,,,Bacteria,NA,,NA,NA
1191,530,,TR-L,TRSP,ELEV,,,,,No,148,NA,,NA,,,Bacteria,NA,,NA,NA
1195,530,,TR-L,TRSP,ELEV,,,,,No,148,NA,,NA,,,Bacteria,NA,,NA,NA
1174,531,29-Jul-17,WG-L,ELTR,ELEV,,Yellow yeast,,,Yes,149,Archived,,DNA failed,,find_2,Bacteria,NA,,NA,NA
1486,570,4-Aug-17,TR-L,FETH,ELEV,,"Brown, milky",,,Yes,150,Archived,,Sequenced,,,Done,150,,21,21
1522,570,,WM-8,FETH-4,Warming,,,,,No,150,NA,,NA,,,Done,150,,NA,21
1646,598,,WM-7,POPR-6,Control,,,,,No,150,NA,,NA,,,Done,150,,NA,21
1648,598,2-Aug-17,WM-7,POPR-6,Control,,GLossy,,,Yes,150,Find,,NA,,,Done,150,,NA,21
983,385,28-Jul-17,WM-9,POPR-2,Control,,red milky,,,Yes,150,Archived,,Sequenced,,,Done,150,,102,102
1155,525,28-Jul-17,WG-H,POLE,ELEV,,"small blak center, mostly opaque, sprawling",,,Yes,151,Archived,,Sequenced,,find,Done,151,,55,55
1147,525,,WG-H,POLE,ELEV,,,,,No,151,NA,,NA,,,Done,151,,NA,55
1148,525,,WG-H,POLE,ELEV,,,,,No,151,NA,,NA,,,Done,151,,NA,55
1149,525,,WG-H,POLE,ELEV,,,,,No,151,NA,,NA,,,Done,151,,NA,55
1150,525,,WG-H,POLE,ELEV,,,,,No,151,NA,,NA,,,Done,151,,NA,55
1151,525,,WG-H,POLE,ELEV,,,,,No,151,NA,,NA,,,Done,151,,NA,55
1152,525,,WG-H,POLE,ELEV,,,,,No,151,NA,,NA,,,Done,151,,NA,55
1153,525,,WG-H,POLE,ELEV,,,,,No,151,NA,,NA,,,Done,151,,NA,55
1154,525,,WG-H,POLE,ELEV,,,,,No,151,NA,,NA,,,Done,151,,NA,55
1642,597,2-Aug-17,WM-6,POPR-5,Warming,,"Dark gray, thick mat",,,Yes,152,Find,,Sequenced,5,find_2,Done,273,,61,61
